Customer ID,recency_days,frequency,monetary_ocv,R,F,M,rfm_score,rfm_segment
CID6455341,181,1,257.0,3,3,2,332,Loyal
CID6455397,173,1,0.0,3,3,1,331,Loyal
CID6455415,184,1,355.0,2,3,3,233,At Risk
CID6455536,1,1,204.0,4,3,2,432,Loyal
CID6455592,124,1,0.0,3,3,1,331,Loyal
CID6455630,150,1,832.0,3,3,4,334,Loyal
CID6455658,347,1,324.0,1,3,3,133,Lost
CID6455706,277,1,0.0,1,3,1,131,Lost
CID6455737,172,1,0.0,3,3,1,331,Loyal
CID6455791,170,1,0.0,3,3,1,331,Loyal
CID6455808,33,1,957.0,4,3,4,434,Loyal
CID6456155,151,1,295.0,3,3,2,332,Loyal
CID6456172,186,1,0.0,2,3,1,231,At Risk
CID6456180,199,1,268.0,2,3,2,232,At Risk
CID6456182,197,1,0.0,2,3,1,231,At Risk
CID6456244,139,1,494.0,3,3,3,333,Loyal
CID6456269,216,1,637.0,2,3,4,234,At Risk
CID6456271,73,1,776.0,4,3,4,434,Loyal
CID6456273,274,1,0.0,1,3,1,131,Lost
CID6456281,176,1,0.0,3,3,1,331,Loyal
CID6456324,129,1,121.0,3,3,2,332,Loyal
CID6456479,65,1,1275.0,4,3,4,434,Loyal
CID6456489,168,1,63.0,3,3,2,332,Loyal
CID6456623,261,1,457.0,2,3,3,233,At Risk
CID6456633,89,1,571.0,4,3,3,433,Loyal
CID6456664,215,1,436.0,2,3,3,233,At Risk
CID6456732,264,1,702.0,2,3,4,234,At Risk
CID6456799,260,1,0.0,2,3,1,231,At Risk
CID6456809,72,1,0.0,4,3,1,431,Loyal
CID6456827,39,1,0.0,4,3,1,431,Loyal
CID6456882,318,1,0.0,1,3,1,131,Lost
CID6456963,122,1,73.0,3,3,2,332,Loyal
CID6456988,51,1,0.0,4,3,1,431,Loyal
CID6457150,68,1,0.0,4,3,1,431,Loyal
CID6457251,52,1,421.0,4,3,3,433,Loyal
CID6457367,268,1,834.0,2,3,4,234,At Risk
CID6457373,13,1,654.0,4,3,4,434,Loyal
CID6457407,207,1,0.0,2,3,1,231,At Risk
CID6457616,229,1,1089.0,2,3,4,234,At Risk
CID6457645,214,1,478.0,2,3,3,233,At Risk
CID6457656,26,1,0.0,4,3,1,431,Loyal
CID6457809,12,1,0.0,4,3,1,431,Loyal
CID6457814,245,1,0.0,2,3,1,231,At Risk
CID6457836,213,1,0.0,2,3,1,231,At Risk
CID6458167,117,1,0.0,3,3,1,331,Loyal
CID6458240,209,1,439.0,2,3,3,233,At Risk
CID6458253,269,1,318.0,2,3,3,233,At Risk
CID6458294,214,1,851.0,2,3,4,234,At Risk
CID6458343,190,1,0.0,2,3,1,231,At Risk
CID6458591,100,1,1421.0,3,3,4,334,Loyal
CID6458629,202,1,932.0,2,3,4,234,At Risk
CID6458862,271,1,759.0,2,3,4,234,At Risk
CID6458868,85,1,419.0,4,3,3,433,Loyal
CID6458889,7,1,794.0,4,3,4,434,Loyal
CID6459108,200,1,0.0,2,3,1,231,At Risk
CID6459188,353,1,301.0,1,3,3,133,Lost
CID6459256,93,1,530.0,3,3,3,333,Loyal
CID6459305,61,1,0.0,4,3,1,431,Loyal
CID6459432,119,1,56.0,3,3,2,332,Loyal
CID6459470,266,1,0.0,2,3,1,231,At Risk
CID6459520,244,1,1186.0,2,3,4,234,At Risk
CID6459533,270,1,685.0,2,3,4,234,At Risk
CID6459586,249,1,414.0,2,3,3,233,At Risk
CID6459694,154,1,0.0,3,3,1,331,Loyal
CID6459869,202,1,0.0,2,3,1,231,At Risk
CID6460016,237,1,227.0,2,3,2,232,At Risk
CID6460078,306,1,0.0,1,3,1,131,Lost
CID6460100,50,2,628.0,4,4,4,444,Champion
CID6460322,218,1,1531.0,2,3,4,234,At Risk
CID6460324,21,1,330.0,4,3,3,433,Loyal
CID6460364,0,1,0.0,4,3,1,431,Loyal
CID6460462,32,1,0.0,4,3,1,431,Loyal
CID6460496,275,1,665.0,1,3,4,134,Lost
CID6460662,10,1,535.0,4,3,3,433,Loyal
CID6460897,294,1,0.0,1,3,1,131,Lost
CID6460917,217,1,722.0,2,3,4,234,At Risk
CID6460949,338,1,0.0,1,3,1,131,Lost
CID6460983,313,1,0.0,1,3,1,131,Lost
CID6460996,144,1,0.0,3,3,1,331,Loyal
CID6461023,221,1,648.0,2,3,4,234,At Risk
CID6461033,255,1,381.0,2,3,3,233,At Risk
CID6461079,156,1,0.0,3,3,1,331,Loyal
CID6461108,278,1,0.0,1,3,1,131,Lost
CID6461305,56,1,352.0,4,3,3,433,Loyal
CID6461405,10,1,821.0,4,3,4,434,Loyal
CID6461482,11,1,859.0,4,3,4,434,Loyal
CID6461494,118,1,0.0,3,3,1,331,Loyal
CID6461509,97,1,938.0,3,3,4,334,Loyal
CID6461552,23,1,801.0,4,3,4,434,Loyal
CID6461581,23,1,0.0,4,3,1,431,Loyal
CID6461708,333,1,0.0,1,3,1,131,Lost
CID6461849,8,1,220.0,4,3,2,432,Loyal
CID6462022,158,1,159.0,3,3,2,332,Loyal
CID6462051,233,1,207.0,2,3,2,232,At Risk
CID6462145,347,1,240.0,1,3,2,132,Lost
CID6462185,312,1,466.0,1,3,3,133,Lost
CID6462228,46,1,778.0,4,3,4,434,Loyal
CID6462328,56,1,0.0,4,3,1,431,Loyal
CID6462395,153,1,192.0,3,3,2,332,Loyal
CID6462546,9,1,1437.0,4,3,4,434,Loyal
CID6462643,115,1,74.0,3,3,2,332,Loyal
CID6462781,78,1,0.0,4,3,1,431,Loyal
CID6462796,233,1,0.0,2,3,1,231,At Risk
CID6462804,272,1,156.0,2,3,2,232,At Risk
CID6463065,258,1,164.0,2,3,2,232,At Risk
CID6463086,52,1,0.0,4,3,1,431,Loyal
CID6463174,192,1,495.0,2,3,3,233,At Risk
CID6463190,23,1,351.0,4,3,3,433,Loyal
CID6463201,148,1,0.0,3,3,1,331,Loyal
CID6463224,219,1,800.0,2,3,4,234,At Risk
CID6463410,186,1,141.0,2,3,2,232,At Risk
CID6463412,126,2,432.0,3,4,3,343,Loyal
CID6463488,157,1,628.0,3,3,4,334,Loyal
CID6463493,72,2,348.0,4,4,3,443,Loyal
CID6463542,257,1,904.0,2,3,4,234,At Risk
CID6463566,83,1,690.0,4,3,4,434,Loyal
CID6463629,353,1,422.0,1,3,3,133,Lost
CID6463766,205,1,430.0,2,3,3,233,At Risk
CID6463775,74,1,0.0,4,3,1,431,Loyal
CID6463845,0,1,0.0,4,3,1,431,Loyal
CID6463857,185,1,883.0,2,3,4,234,At Risk
CID6463929,44,2,144.0,4,4,2,442,Loyal
CID6463964,251,1,420.0,2,3,3,233,At Risk
CID6463974,140,1,155.0,3,3,2,332,Loyal
CID6463998,283,1,270.0,1,3,2,132,Lost
CID6464086,256,1,258.0,2,3,2,232,At Risk
CID6464171,111,1,0.0,3,3,1,331,Loyal
CID6464261,101,1,0.0,3,3,1,331,Loyal
CID6464329,165,1,0.0,3,3,1,331,Loyal
CID6464419,260,1,1043.0,2,3,4,234,At Risk
CID6464422,197,1,0.0,2,3,1,231,At Risk
CID6464531,41,1,689.0,4,3,4,434,Loyal
CID6464622,308,1,0.0,1,3,1,131,Lost
CID6464629,228,1,128.0,2,3,2,232,At Risk
CID6464647,189,1,293.0,2,3,2,232,At Risk
CID6464708,334,1,939.0,1,3,4,134,Lost
CID6464712,246,1,0.0,2,3,1,231,At Risk
CID6464778,342,1,0.0,1,3,1,131,Lost
CID6464795,132,1,0.0,3,3,1,331,Loyal
CID6465093,300,1,937.0,1,3,4,134,Lost
CID6465169,97,1,876.0,3,3,4,334,Loyal
CID6465186,70,1,172.0,4,3,2,432,Loyal
CID6465406,151,1,317.0,3,3,3,333,Loyal
CID6465652,316,1,0.0,1,3,1,131,Lost
CID6465717,327,1,411.0,1,3,3,133,Lost
CID6465720,3,1,0.0,4,3,1,431,Loyal
CID6465779,319,1,482.0,1,3,3,133,Lost
CID6465784,241,1,0.0,2,3,1,231,At Risk
CID6465816,283,1,692.0,1,3,4,134,Lost
CID6465890,34,1,872.0,4,3,4,434,Loyal
CID6465916,248,1,82.0,2,3,2,232,At Risk
CID6465957,41,1,0.0,4,3,1,431,Loyal
CID6466014,120,1,0.0,3,3,1,331,Loyal
CID6466055,64,1,600.0,4,3,4,434,Loyal
CID6466088,270,1,272.0,2,3,2,232,At Risk
CID6466207,76,1,165.0,4,3,2,432,Loyal
CID6466222,256,1,655.0,2,3,4,234,At Risk
CID6466282,76,1,371.0,4,3,3,433,Loyal
CID6466307,205,1,307.0,2,3,3,233,At Risk
CID6466322,71,1,0.0,4,3,1,431,Loyal
CID6466547,66,1,337.0,4,3,3,433,Loyal
CID6466605,350,1,193.0,1,3,2,132,Lost
CID6466714,58,1,0.0,4,3,1,431,Loyal
CID6466744,14,1,57.0,4,3,2,432,Loyal
CID6466918,300,1,239.0,1,3,2,132,Lost
CID6466938,241,1,252.0,2,3,2,232,At Risk
CID6466947,237,1,150.0,2,3,2,232,At Risk
CID6467012,84,1,330.0,4,3,3,433,Loyal
CID6467024,64,1,439.0,4,3,3,433,Loyal
CID6467052,293,1,223.0,1,3,2,132,Lost
CID6467076,56,1,94.0,4,3,2,432,Loyal
CID6467124,149,1,125.0,3,3,2,332,Loyal
CID6467151,43,1,0.0,4,3,1,431,Loyal
CID6467246,5,1,1503.0,4,3,4,434,Loyal
CID6467264,115,1,426.0,3,3,3,333,Loyal
CID6467305,16,1,99.0,4,3,2,432,Loyal
CID6467326,189,1,0.0,2,3,1,231,At Risk
CID6467346,181,1,748.0,3,3,4,334,Loyal
CID6467350,82,1,135.0,4,3,2,432,Loyal
CID6467351,112,1,0.0,3,3,1,331,Loyal
CID6467433,303,1,761.0,1,3,4,134,Lost
CID6467465,209,1,372.0,2,3,3,233,At Risk
CID6467480,176,1,0.0,3,3,1,331,Loyal
CID6467497,220,1,0.0,2,3,1,231,At Risk
CID6467585,255,1,75.0,2,3,2,232,At Risk
CID6468002,318,1,568.0,1,3,3,133,Lost
CID6468125,10,1,315.0,4,3,3,433,Loyal
CID6468178,250,1,279.0,2,3,2,232,At Risk
CID6468321,212,1,0.0,2,3,1,231,At Risk
CID6468342,46,1,263.0,4,3,2,432,Loyal
CID6468352,182,1,0.0,3,3,1,331,Loyal
CID6468366,248,1,423.0,2,3,3,233,At Risk
CID6468528,58,3,1078.0,4,4,4,444,Champion
CID6468567,158,1,152.0,3,3,2,332,Loyal
CID6468592,112,1,625.0,3,3,4,334,Loyal
CID6468609,118,1,0.0,3,3,1,331,Loyal
CID6468616,327,1,281.0,1,3,2,132,Lost
CID6468634,345,1,267.0,1,3,2,132,Lost
CID6468814,203,1,0.0,2,3,1,231,At Risk
CID6468831,343,1,204.0,1,3,2,132,Lost
CID6468859,173,1,419.0,3,3,3,333,Loyal
CID6468874,138,1,0.0,3,3,1,331,Loyal
CID6468884,364,1,370.0,1,3,3,133,Lost
CID6469038,33,1,958.0,4,3,4,434,Loyal
CID6469171,80,1,116.0,4,3,2,432,Loyal
CID6469456,50,1,0.0,4,3,1,431,Loyal
CID6469465,205,1,0.0,2,3,1,231,At Risk
CID6469513,364,1,0.0,1,3,1,131,Lost
CID6469596,207,1,0.0,2,3,1,231,At Risk
CID6469610,85,1,613.0,4,3,4,434,Loyal
CID6469660,46,1,320.0,4,3,3,433,Loyal
CID6469731,221,1,319.0,2,3,3,233,At Risk
CID6469803,14,1,506.0,4,3,3,433,Loyal
CID6469893,235,1,478.0,2,3,3,233,At Risk
CID6469933,47,1,666.0,4,3,4,434,Loyal
CID6469994,211,1,147.0,2,3,2,232,At Risk
CID6470029,153,1,635.0,3,3,4,334,Loyal
CID6470050,230,1,936.0,2,3,4,234,At Risk
CID6470077,30,1,917.0,4,3,4,434,Loyal
CID6470086,319,1,251.0,1,3,2,132,Lost
CID6470181,244,1,268.0,2,3,2,232,At Risk
CID6470241,264,1,0.0,2,3,1,231,At Risk
CID6470271,187,1,207.0,2,3,2,232,At Risk
CID6470295,256,1,463.0,2,3,3,233,At Risk
CID6470377,121,1,516.0,3,3,3,333,Loyal
CID6470387,125,1,369.0,3,3,3,333,Loyal
CID6470434,255,1,471.0,2,3,3,233,At Risk
CID6470462,136,1,367.0,3,3,3,333,Loyal
CID6470486,89,1,0.0,4,3,1,431,Loyal
CID6470548,348,1,165.0,1,3,2,132,Lost
CID6470691,27,1,0.0,4,3,1,431,Loyal
CID6470709,92,1,261.0,3,3,2,332,Loyal
CID6470881,172,1,142.0,3,3,2,332,Loyal
CID6470952,40,1,427.0,4,3,3,433,Loyal
CID6471016,140,1,0.0,3,3,1,331,Loyal
CID6471032,18,1,767.0,4,3,4,434,Loyal
CID6471074,38,1,0.0,4,3,1,431,Loyal
CID6471091,159,1,379.0,3,3,3,333,Loyal
CID6471105,332,1,601.0,1,3,4,134,Lost
CID6471256,79,1,0.0,4,3,1,431,Loyal
CID6471358,142,1,288.0,3,3,2,332,Loyal
CID6471405,220,1,0.0,2,3,1,231,At Risk
CID6471516,10,1,0.0,4,3,1,431,Loyal
CID6471579,126,1,0.0,3,3,1,331,Loyal
CID6471739,195,1,0.0,2,3,1,231,At Risk
CID6471760,295,1,223.0,1,3,2,132,Lost
CID6471795,363,1,91.0,1,3,2,132,Lost
CID6471864,332,1,0.0,1,3,1,131,Lost
CID6471949,62,1,252.0,4,3,2,432,Loyal
CID6472040,156,1,516.0,3,3,3,333,Loyal
CID6472100,154,1,991.0,3,3,4,334,Loyal
CID6472174,192,1,286.0,2,3,2,232,At Risk
CID6472304,128,1,617.0,3,3,4,334,Loyal
CID6472326,360,1,338.0,1,3,3,133,Lost
CID6472335,176,1,418.0,3,3,3,333,Loyal
CID6472360,312,1,173.0,1,3,2,132,Lost
CID6472436,233,1,290.0,2,3,2,232,At Risk
CID6472519,345,1,2144.0,1,3,4,134,Lost
CID6472578,44,1,0.0,4,3,1,431,Loyal
CID6472595,322,1,808.0,1,3,4,134,Lost
CID6472609,4,1,910.0,4,3,4,434,Loyal
CID6472632,253,1,1232.0,2,3,4,234,At Risk
CID6472645,148,1,762.0,3,3,4,334,Loyal
CID6472710,62,1,265.0,4,3,2,432,Loyal
CID6472711,328,1,0.0,1,3,1,131,Lost
CID6472734,181,1,68.0,3,3,2,332,Loyal
CID6472905,177,1,188.0,3,3,2,332,Loyal
CID6472917,341,1,907.0,1,3,4,134,Lost
CID6472925,154,1,828.0,3,3,4,334,Loyal
CID6472953,165,1,77.0,3,3,2,332,Loyal
CID6472958,225,1,0.0,2,3,1,231,At Risk
CID6473016,122,1,663.0,3,3,4,334,Loyal
CID6473033,187,1,268.0,2,3,2,232,At Risk
CID6473066,30,1,0.0,4,3,1,431,Loyal
CID6473139,251,1,833.0,2,3,4,234,At Risk
CID6473152,182,1,0.0,3,3,1,331,Loyal
CID6473217,290,1,0.0,1,3,1,131,Lost
CID6473255,143,1,0.0,3,3,1,331,Loyal
CID6473279,56,1,277.0,4,3,2,432,Loyal
CID6473291,280,1,0.0,1,3,1,131,Lost
CID6473297,150,1,136.0,3,3,2,332,Loyal
CID6473348,84,1,499.0,4,3,3,433,Loyal
CID6473377,19,1,0.0,4,3,1,431,Loyal
CID6473481,223,1,117.0,2,3,2,232,At Risk
CID6473555,120,1,228.0,3,3,2,332,Loyal
CID6473569,35,1,273.0,4,3,2,432,Loyal
CID6473647,132,1,0.0,3,3,1,331,Loyal
CID6473698,91,1,354.0,3,3,3,333,Loyal
CID6473706,202,1,643.0,2,3,4,234,At Risk
CID6473734,161,1,0.0,3,3,1,331,Loyal
CID6473754,238,1,0.0,2,3,1,231,At Risk
CID6473970,99,2,310.0,3,4,3,343,Loyal
CID6474047,333,1,0.0,1,3,1,131,Lost
CID6474096,323,1,352.0,1,3,3,133,Lost
CID6474183,347,1,0.0,1,3,1,131,Lost
CID6474189,132,1,261.0,3,3,2,332,Loyal
CID6474198,295,1,507.0,1,3,3,133,Lost
CID6474201,212,1,325.0,2,3,3,233,At Risk
CID6474264,173,1,359.0,3,3,3,333,Loyal
CID6474291,123,1,211.0,3,3,2,332,Loyal
CID6474325,159,1,0.0,3,3,1,331,Loyal
CID6474342,160,1,498.0,3,3,3,333,Loyal
CID6474400,46,1,404.0,4,3,3,433,Loyal
CID6474481,174,1,865.0,3,3,4,334,Loyal
CID6474575,330,1,0.0,1,3,1,131,Lost
CID6474648,301,1,0.0,1,3,1,131,Lost
CID6474680,51,1,175.0,4,3,2,432,Loyal
CID6474682,155,1,266.0,3,3,2,332,Loyal
CID6474683,93,1,530.0,3,3,3,333,Loyal
CID6474694,77,1,442.0,4,3,3,433,Loyal
CID6474718,64,1,0.0,4,3,1,431,Loyal
CID6474730,151,1,253.0,3,3,2,332,Loyal
CID6474849,122,1,986.0,3,3,4,334,Loyal
CID6474883,288,1,1697.0,1,3,4,134,Lost
CID6474895,67,1,101.0,4,3,2,432,Loyal
CID6474908,161,1,0.0,3,3,1,331,Loyal
CID6474917,42,1,323.0,4,3,3,433,Loyal
CID6474955,61,1,0.0,4,3,1,431,Loyal
CID6475031,357,1,61.0,1,3,2,132,Lost
CID6475044,181,1,0.0,3,3,1,331,Loyal
CID6475059,305,1,0.0,1,3,1,131,Lost
CID6475196,214,1,289.0,2,3,2,232,At Risk
CID6475215,348,1,293.0,1,3,2,132,Lost
CID6475255,55,1,331.0,4,3,3,433,Loyal
CID6475345,257,1,0.0,2,3,1,231,At Risk
CID6475376,109,1,397.0,3,3,3,333,Loyal
CID6475584,241,1,103.0,2,3,2,232,At Risk
CID6475592,27,1,58.0,4,3,2,432,Loyal
CID6475660,101,1,911.0,3,3,4,334,Loyal
CID6475681,303,1,0.0,1,3,1,131,Lost
CID6475765,280,1,0.0,1,3,1,131,Lost
CID6475814,39,1,218.0,4,3,2,432,Loyal
CID6475839,32,1,301.0,4,3,3,433,Loyal
CID6475858,191,1,0.0,2,3,1,231,At Risk
CID6475928,265,1,325.0,2,3,3,233,At Risk
CID6475980,84,1,0.0,4,3,1,431,Loyal
CID6476024,171,1,624.0,3,3,4,334,Loyal
CID6476094,290,1,0.0,1,3,1,131,Lost
CID6476169,238,1,0.0,2,3,1,231,At Risk
CID6476172,36,1,0.0,4,3,1,431,Loyal
CID6476280,65,1,0.0,4,3,1,431,Loyal
CID6476316,244,1,1632.0,2,3,4,234,At Risk
CID6476402,197,1,1330.0,2,3,4,234,At Risk
CID6476408,249,1,0.0,2,3,1,231,At Risk
CID6476415,112,1,113.0,3,3,2,332,Loyal
CID6476500,225,1,0.0,2,3,1,231,At Risk
CID6476505,76,1,515.0,4,3,3,433,Loyal
CID6476512,42,1,1164.0,4,3,4,434,Loyal
CID6476658,59,1,265.0,4,3,2,432,Loyal
CID6476772,30,1,0.0,4,3,1,431,Loyal
CID6476777,329,1,0.0,1,3,1,131,Lost
CID6476780,160,1,210.0,3,3,2,332,Loyal
CID6476827,310,1,0.0,1,3,1,131,Lost
CID6476832,124,1,952.0,3,3,4,334,Loyal
CID6476838,329,1,326.0,1,3,3,133,Lost
CID6476931,291,1,393.0,1,3,3,133,Lost
CID6477165,284,1,982.0,1,3,4,134,Lost
CID6477249,151,1,0.0,3,3,1,331,Loyal
CID6477251,119,2,1693.0,3,4,4,344,Loyal
CID6477290,38,1,359.0,4,3,3,433,Loyal
CID6477333,205,1,0.0,2,3,1,231,At Risk
CID6477354,252,1,877.0,2,3,4,234,At Risk
CID6477355,309,1,310.0,1,3,3,133,Lost
CID6477357,353,1,0.0,1,3,1,131,Lost
CID6477528,212,1,0.0,2,3,1,231,At Risk
CID6477542,318,1,154.0,1,3,2,132,Lost
CID6477694,96,1,0.0,3,3,1,331,Loyal
CID6477720,357,1,1521.0,1,3,4,134,Lost
CID6477730,67,1,88.0,4,3,2,432,Loyal
CID6477750,135,1,425.0,3,3,3,333,Loyal
CID6477803,213,1,105.0,2,3,2,232,At Risk
CID6477853,72,1,1246.0,4,3,4,434,Loyal
CID6477913,42,1,0.0,4,3,1,431,Loyal
CID6477973,348,1,0.0,1,3,1,131,Lost
CID6478188,299,1,0.0,1,3,1,131,Lost
CID6478196,191,1,0.0,2,3,1,231,At Risk
CID6478239,3,1,953.0,4,3,4,434,Loyal
CID6478304,132,1,178.0,3,3,2,332,Loyal
CID6478325,309,1,82.0,1,3,2,132,Lost
CID6478400,219,1,592.0,2,3,4,234,At Risk
CID6478520,165,1,0.0,3,3,1,331,Loyal
CID6478702,147,1,0.0,3,3,1,331,Loyal
CID6478878,30,1,339.0,4,3,3,433,Loyal
CID6478928,139,1,0.0,3,3,1,331,Loyal
CID6478932,42,1,467.0,4,3,3,433,Loyal
CID6479027,253,1,0.0,2,3,1,231,At Risk
CID6479030,243,1,692.0,2,3,4,234,At Risk
CID6479060,322,1,348.0,1,3,3,133,Lost
CID6479091,48,1,0.0,4,3,1,431,Loyal
CID6479135,8,1,1002.0,4,3,4,434,Loyal
CID6479295,311,1,484.0,1,3,3,133,Lost
CID6479607,68,1,264.0,4,3,2,432,Loyal
CID6479641,299,1,0.0,1,3,1,131,Lost
CID6479736,198,1,0.0,2,3,1,231,At Risk
CID6479768,50,1,0.0,4,3,1,431,Loyal
CID6479847,122,1,1903.0,3,3,4,334,Loyal
CID6479914,32,1,234.0,4,3,2,432,Loyal
CID6479924,37,1,758.0,4,3,4,434,Loyal
CID6479951,117,1,211.0,3,3,2,332,Loyal
CID6480062,142,1,604.0,3,3,4,334,Loyal
CID6480133,76,1,102.0,4,3,2,432,Loyal
CID6480233,345,1,739.0,1,3,4,134,Lost
CID6480240,226,1,0.0,2,3,1,231,At Risk
CID6480278,307,1,504.0,1,3,3,133,Lost
CID6480406,235,1,98.0,2,3,2,232,At Risk
CID6480564,192,1,288.0,2,3,2,232,At Risk
CID6480579,131,1,0.0,3,3,1,331,Loyal
CID6480585,112,1,204.0,3,3,2,332,Loyal
CID6480601,65,1,0.0,4,3,1,431,Loyal
CID6480818,313,1,0.0,1,3,1,131,Lost
CID6480872,118,1,171.0,3,3,2,332,Loyal
CID6480919,272,1,124.0,2,3,2,232,At Risk
CID6480960,137,1,436.0,3,3,3,333,Loyal
CID6480970,1,1,0.0,4,3,1,431,Loyal
CID6481002,84,1,56.0,4,3,2,432,Loyal
CID6481051,33,1,0.0,4,3,1,431,Loyal
CID6481067,360,1,61.0,1,3,2,132,Lost
CID6481072,160,1,929.0,3,3,4,334,Loyal
CID6481147,273,1,0.0,2,3,1,231,At Risk
CID6481174,242,1,489.0,2,3,3,233,At Risk
CID6481211,282,1,360.0,1,3,3,133,Lost
CID6481216,179,1,0.0,3,3,1,331,Loyal
CID6481242,53,1,0.0,4,3,1,431,Loyal
CID6481348,35,1,0.0,4,3,1,431,Loyal
CID6481356,25,1,0.0,4,3,1,431,Loyal
CID6481357,31,1,304.0,4,3,3,433,Loyal
CID6481389,209,1,63.0,2,3,2,232,At Risk
CID6481522,335,1,2227.0,1,3,4,134,Lost
CID6481543,107,1,1325.0,3,3,4,334,Loyal
CID6481545,364,1,297.0,1,3,3,133,Lost
CID6481549,128,1,0.0,3,3,1,331,Loyal
CID6481555,82,1,0.0,4,3,1,431,Loyal
CID6481603,132,1,0.0,3,3,1,331,Loyal
CID6481783,85,1,1596.0,4,3,4,434,Loyal
CID6481901,81,1,0.0,4,3,1,431,Loyal
CID6481940,212,1,616.0,2,3,4,234,At Risk
CID6481978,229,1,0.0,2,3,1,231,At Risk
CID6481982,94,1,489.0,3,3,3,333,Loyal
CID6482101,162,1,910.0,3,3,4,334,Loyal
CID6482142,188,1,0.0,2,3,1,231,At Risk
CID6482256,151,1,739.0,3,3,4,334,Loyal
CID6482290,309,1,637.0,1,3,4,134,Lost
CID6482328,237,1,836.0,2,3,4,234,At Risk
CID6482333,45,1,594.0,4,3,4,434,Loyal
CID6482448,18,1,1634.0,4,3,4,434,Loyal
CID6482464,265,1,95.0,2,3,2,232,At Risk
CID6482520,162,1,538.0,3,3,3,333,Loyal
CID6482527,37,1,521.0,4,3,3,433,Loyal
CID6482647,91,1,529.0,3,3,3,333,Loyal
CID6482841,173,1,0.0,3,3,1,331,Loyal
CID6482845,107,1,0.0,3,3,1,331,Loyal
CID6482871,255,1,284.0,2,3,2,232,At Risk
CID6482881,261,1,378.0,2,3,3,233,At Risk
CID6482904,359,1,0.0,1,3,1,131,Lost
CID6482925,310,1,467.0,1,3,3,133,Lost
CID6483040,340,1,446.0,1,3,3,133,Lost
CID6483062,225,2,782.0,2,4,4,244,At Risk
CID6483099,181,1,80.0,3,3,2,332,Loyal
CID6483138,114,1,993.0,3,3,4,334,Loyal
CID6483238,52,1,0.0,4,3,1,431,Loyal
CID6483339,121,1,619.0,3,3,4,334,Loyal
CID6483357,151,1,460.0,3,3,3,333,Loyal
CID6483431,88,1,747.0,4,3,4,434,Loyal
CID6483561,348,1,145.0,1,3,2,132,Lost
CID6483620,139,1,242.0,3,3,2,332,Loyal
CID6483672,68,1,723.0,4,3,4,434,Loyal
CID6483705,226,1,0.0,2,3,1,231,At Risk
CID6483757,6,1,0.0,4,3,1,431,Loyal
CID6483872,250,1,0.0,2,3,1,231,At Risk
CID6484027,276,1,670.0,1,3,4,134,Lost
CID6484031,222,1,0.0,2,3,1,231,At Risk
CID6484080,318,1,928.0,1,3,4,134,Lost
CID6484131,313,1,0.0,1,3,1,131,Lost
CID6484175,323,1,440.0,1,3,3,133,Lost
CID6484177,181,1,153.0,3,3,2,332,Loyal
CID6484240,224,1,487.0,2,3,3,233,At Risk
CID6484283,160,1,676.0,3,3,4,334,Loyal
CID6484291,274,1,0.0,1,3,1,131,Lost
CID6484308,13,1,321.0,4,3,3,433,Loyal
CID6484342,183,1,197.0,2,3,2,232,At Risk
CID6484380,197,1,0.0,2,3,1,231,At Risk
CID6484428,284,1,438.0,1,3,3,133,Lost
CID6484444,171,1,0.0,3,3,1,331,Loyal
CID6484543,25,1,0.0,4,3,1,431,Loyal
CID6484576,261,1,258.0,2,3,2,232,At Risk
CID6484626,60,1,0.0,4,3,1,431,Loyal
CID6484700,18,2,0.0,4,4,1,441,Loyal
CID6484737,310,1,459.0,1,3,3,133,Lost
CID6484763,17,1,0.0,4,3,1,431,Loyal
CID6484800,275,1,826.0,1,3,4,134,Lost
CID6484845,317,1,0.0,1,3,1,131,Lost
CID6484863,6,1,0.0,4,3,1,431,Loyal
CID6485017,278,1,639.0,1,3,4,134,Lost
CID6485069,22,1,0.0,4,3,1,431,Loyal
CID6485144,310,1,0.0,1,3,1,131,Lost
CID6485242,362,1,261.0,1,3,2,132,Lost
CID6485247,251,1,276.0,2,3,2,232,At Risk
CID6485255,344,1,402.0,1,3,3,133,Lost
CID6485320,307,1,393.0,1,3,3,133,Lost
CID6485334,273,1,441.0,2,3,3,233,At Risk
CID6485521,252,1,0.0,2,3,1,231,At Risk
CID6485597,326,1,0.0,1,3,1,131,Lost
CID6485766,74,1,125.0,4,3,2,432,Loyal
CID6485823,66,1,875.0,4,3,4,434,Loyal
CID6485970,163,1,199.0,3,3,2,332,Loyal
CID6485982,306,1,0.0,1,3,1,131,Lost
CID6485997,127,1,0.0,3,3,1,331,Loyal
CID6485998,98,1,0.0,3,3,1,331,Loyal
CID6486028,225,1,791.0,2,3,4,234,At Risk
CID6486349,28,1,0.0,4,3,1,431,Loyal
CID6486361,248,1,0.0,2,3,1,231,At Risk
CID6486438,347,1,693.0,1,3,4,134,Lost
CID6486467,258,1,802.0,2,3,4,234,At Risk
CID6486485,183,1,0.0,2,3,1,231,At Risk
CID6486552,33,1,438.0,4,3,3,433,Loyal
CID6486566,239,1,0.0,2,3,1,231,At Risk
CID6486581,0,1,0.0,4,3,1,431,Loyal
CID6486739,1,1,430.0,4,3,3,433,Loyal
CID6486806,43,1,1283.0,4,3,4,434,Loyal
CID6486840,28,1,168.0,4,3,2,432,Loyal
